ID,Line
ReturnToWelcome_55,꽉 막힌 꼴통만 아니면 좋겠는데.
ReturnToWelcome_56,헤어컷...!
ReturnToWelcome_57,그리고 자기 친구를 데려왔네.
ReturnToWelcome_58,"저 녀석들, 태그 배틀을 원하나 본데."
ReturnToWelcome_59,"아니, 넌 안 그래."
ReturnToWelcome_60,빗나갔어...
ReturnToWelcome_61,저기 한 명 있어!
ReturnToWelcome_62,저기 있다!
ReturnToWelcome_63,까꿍...!
ReturnToWelcome_64,잘 잡았어.
ReturnToWelcome_65,"하나 잡았고, 한 놈 더."
ReturnToWelcome_66,그리고 그놈은 도망갈 수도 없지.
ReturnToWelcome_67,숨지도 못해.
ReturnToWelcome_68,흠.
ReturnToWelcome_69,저기 그 골목이 있네.
ReturnToWelcome_70,우릴 안내해주는데.
ReturnToWelcome_71,이건 뭐지.
ReturnToWelcome_72,어... 안녕?
ReturnToWelcome_73,"어이, 저길 봐..."
ReturnToWelcome_74,바로 네 뒤에!
ReturnToWelcome_75,"음, 난 믿음이 가는데. 레드, 넌 어때?"
ReturnToWelcome_76,그게 다 뭐였지.
ReturnToWelcome_77,저 녀석은 로이스잖아...
ReturnToWelcome_78,쟨 우리 편이야.
ReturnToWelcome_79,놈이 맞았을지 두고 보자고.
ReturnToWelcome_80,두고 볼 거야.
ReturnToWelcome_81,대수롭지 않게 생각했었지...
ReturnToWelcome_82,아무 일도 없었어.
ReturnToWelcome_83,맹세하건대 내 시체가 여기 근처에 있었어...
ReturnToWelcome_84,이게 먹혔으면 좋겠네...
ReturnToWelcome_85,"그래, 그래그래. 덤벼, 어서 덤비라고..."
ReturnToWelcome_86,신호에 똑바로 맞춰서...
ReturnToWelcome_87,사람들의 소리...
ReturnToWelcome_88,와우.
ReturnToWelcome_89,"네가 요청했으니까, 네가 얻은 거야."
ReturnToWelcome_90,페어뷰가 비즈니스 때문에 열리네.
ReturnToWelcome_91,어서 가서 로이스를 만나자.
ReturnToWelcome_93,저번에 우리가 여기 있었을 때 말이야...
ReturnToWelcome_94,사정이 더 나빠질 수도 있었단 걸 알고 있었어. 엄청나게.
ReturnToWelcome_95,어떻게 그걸 알았는지는 모르겠어.
ReturnToWelcome_96,편안함 속에서 깨닫고 있었던 거지.
ReturnToWelcome_97,사건들을 간단하게 생각해버리고...
ReturnToWelcome_98,우리는 페어뷰에 왔어.
ReturnToWelcome_99,우리를 도와줄 사람을 찾아.
ReturnToWelcome_100,그곳에서 시작하고.
ReturnToWelcome_101,이 모든 것을 정리하는 거야.
ReturnToWelcome_102,"윽, 무슨... 산란기인가."
ReturnToWelcome_104,저들처럼 끝나버리고 싶지 않아.
ReturnToWelcome_105,"됐어, 어서 가자."
