ID,Line
Rooftops_38,대체 뭘 저질러놓은 거야...
Rooftops_39,프로세스'는 멈출 수 없다...?
Rooftops_40,이건 그들이 원했던 것이 아니야.
Rooftops_41,좋은 질문이야...
Rooftops_42,다른 쪽.
Rooftops_43,좋은 재미 보고 있니?
Rooftops_44,"그냥, 날 떨어뜨리지만 마."
Rooftops_45,이 녀석들.
Rooftops_46,그것들을 없애버렸어.
Rooftops_47,이 안에 우리가 쓸 수 있는 무언가가 있을 거야.
Rooftops_48,내가 생각하고 있던 건 아닌데.
Rooftops_49,저기 끝에 하나 더.
Rooftops_50,"좋아, 그럼."
Rooftops_51,어디로.
Rooftops_52,돌고 돌아.
Rooftops_53,그리고 또 돌아.
Rooftops_54,"좋아, 충분해."
Rooftops_55,진짜로.
Rooftops_56,"싫다, 너."
Rooftops_57,"사적인 건 전혀 아니라고, 하."
Rooftops_58,누가 납작해져야 할지 맞춰봐.
Rooftops_59,저 목소리들 전부. 스스로에 또 더하고 있어.
Rooftops_60,그 주모자들이 바로 위층에 있어.
Rooftops_61,무대 뒤 입장.
Rooftops_62,여기서 뭔가 일어나게 할 수 있을 텐데.
Rooftops_63,지금은 아냐.
Rooftops_64,"그걸 가질 순 없지, 레이디."
Rooftops_65,그들이 우리를 반으로 찢어버리고 싶어 하네.
Rooftops_66,아마 그게 그들이 유일하게 원하는 것일지도 몰라.
Rooftops_67,알고 있었어.
Rooftops_68,타워 반대쪽에 분명 두꺼비집 하나가 더 있을 거야.
Rooftops_69,"또 간다, 준비됐어?"
Rooftops_70,"리프트 안에선 뛰지 말기, 알았지?"
Rooftops_71,"아니, 앞으로 평생 그러지 마."
Rooftops_72,"좋아, 홀 건너편을 체크해보자."
Rooftops_73,아직도 굳게 닫혀 있어.
Rooftops_74,그래도 첫 번째 잠금장치는 풀려 있네.
Rooftops_75,더 뛰어다니는 걸 내가 감당할 수 있을지 모르겠어.
Rooftops_76,기록 보관소.
Rooftops_77,그냥 한 번 엿보기만 할 거야.
Rooftops_78,여기 어딘가에 마을 사람 전부에 대한 파일이 있을 거야.
Rooftops_79,튼튼하고 안전하게 말이지...
Rooftops_80,"거기 친구들, 안 본 지 꽤 됐네."
Rooftops_81,수고하라고 친구들.
Rooftops_82,내가 생각하고 있는 게 얼마 있지 않아 일어날 거야.
Rooftops_83,뒤쪽을 향해서 빙 돌아가자.
Rooftops_84,저기 뭔가 있어.
Rooftops_85,바로 앞에.
Rooftops_86,또 다른 메시지네.
Rooftops_87,사람들에게 그들이 원하는지 알지 못했던 것을 주어라...
Rooftops_88,그랜트가 살인을 저지르고 싶어서 잔뜩 부푼 것처럼 들려.
Rooftops_89,"그들이 트랜지스터를 만들었을까, 아니면 찾아 낸걸까?"
Rooftops_90,우리에게서 얻는 게 무엇인지조차 모르겠어.
Rooftops_91,"아, 그딴 걸 누가 신경 써."
Rooftops_92,또 누구?
Rooftops_93,내가 생각했던 대로야.
Rooftops_94,저기 위에 뭔가 무너진 방이 있는데.
Rooftops_95,파일들을 몇 시간 동안 들여다보고 있을건지...
Rooftops_96,아니면 케이스마다 마을 전체를 뛰어다닐 건지 결정해.
Rooftops_98,"어서 가, 열려있어."
Rooftops_99,내가 여기 없는 것처럼 생각해.
Rooftops_100,<콧노래>
Rooftops_101,"그냥, 어서 돌아와."
Rooftops_102,좋아? 좋아.
Rooftops_103,이제 가장 높은 곳에 도착했네. 여긴 가장 오래된 기록 보관소야.
Rooftops_104,언제나 뭔가 더 있을 거라고 상상해왔어.
Rooftops_105,의무적인 사진 찍기. (Photo opp.)
Rooftops_106,저것들은 저 사진들로 뭘 하는 걸까...?
Rooftops_107,"좋아, 우리가 여기서 뭘 찾을 수 있을지 보자."
Rooftops_108,뭔가 찾았어! 저것들.
Rooftops_109,실례합니다.
Rooftops_110,바로 이거야.
Rooftops_111,두꺼비집 같은 거. 틀림없어.
Rooftops_112,저런 거 말하는 거지.
Rooftops_113,저것까지 둘.
Rooftops_114,이제 옥상으로 갈 수 있을 거야.
Rooftops_115,저 위에 하늘이 아직 잘 있으면 좋겠네.
Rooftops_116,중앙 홀로 돌아가자.
Rooftops_117,보아하니 그랜트가 다른 방문자들을 맞은 것 같은데.
Rooftops_118,"어, 우린 기다리고 있지 않아."
Rooftops_119,"그래, 지금이 우리의 찬스지."
Rooftops_120,드디어 열리는군.
Rooftops_121,"저기, 너에게 예전부터 말하려고 했던 게 있는데."
Rooftops_122,이 일이 끝나면...
Rooftops_123,아마 시간이 조금 남을 거야. 마을을 뛰어다닐 시간.
Rooftops_124,생각해 봐. 기회는 열어둘 테니까.
Rooftops_125,"그래, 크게 숨을 들이쉬고."
Rooftops_126,저거 혹시...?
Rooftops_127,뭐...
Rooftops_129,그랜트가 먼저 갔어... 애셔가 뒤따라갔고.
Rooftops_130,노트를 두고 갔어.
Rooftops_131,그럼 이걸로 끝이네.
Rooftops_132,"그들, 거의 다 왔었는데."
Rooftops_133,시빌처럼 끝나지는 않기를 바랐는데.
Rooftops_134,그 녀석들의 머리를 높이 매달고 나가 봐.
Rooftops_135,그 녀석을 여기 위에 올릴 셈이야?
Rooftops_136,이제 뭘 할 거야?
Rooftops_137,"어이, 거기. 날 기억할 수 있겠어?"
Rooftops_138,"네가 예전에 죽였던 남자 말이야, 기억나?"
Rooftops_139,내가 네 새로운 집을 처음으로 안내하게 해주렴.
Rooftops_140,
Rooftops_141,"일어나, 친구. 너에게 물어볼 것이 잔뜩 있어."
Rooftops_142,이걸 우리가 어떻게 막지?
Rooftops_143,"페어뷰, 우리가 어떻게 그 너머로 갈 수 있을까?"
Rooftops_144,오. 와우. 진짜로.
Rooftops_145,"좋아, 좋아. 좋다고."
Rooftops_146,캐머라타. 저기 하나 남았어.
Rooftops_147,한 번 뛰어들어 봐.
Rooftops_148,우린 떨어지지 않을 거야.
Rooftops_149,우리의 오래된 친구들에게 감사해.
Rooftops_151,나도 내 엘리트 클럽이 있었으면 좋았겠는걸.
Rooftops_152,타워 다른 쪽에 이거랑 똑 닮은 게 하나 더 있을 거야.
Rooftops_153,네가 그것들을 가격한다면 언제든 더 나타날 거야.
Rooftops_154,클러들이 뭔가 새로운 것을 싸매고 있는데.
Rooftops_155,레이디가 또 말썽을 일으키고 있네.
Rooftops_156,지금 저들은 피격당할 수도 있는데.
Rooftops_157,이 '크립' 들 안에 뭐가 들어간 거지.
Rooftops_158,그들이 네 머릿속으로 들어가려고 하고 있어.
Rooftops_159,치어리더들이 우리를 막았는데.
Rooftops_160,"손 떼라, 이 새끼야."
Rooftops_161,아니면 마을의 반을 뛰어다니게 될 거야...
Rooftops_162,공교롭게도 너에겐 휴식이 좀 필요할 거야.
Rooftops_163,아래층의 큰 문이 지금쯤 열려야 하는데.
Rooftops_164,우리를 옥상에 있는 애셔와 그랜트의 은신처로 바로 데려가.
Rooftops_165,그들에게 우리의 매운맛을 보여주자.
Rooftops_166,겁쟁이들.
Rooftops_167,노트를 두고 갔어.
Rooftops_168,너 지금 내가 생각하는 거랑 같은 생각 하고 있니?
Rooftops_169,"한 번 그들이 트랜지스터를 잃어버리면, 그건 곧 '프로세스'에 대한 제어 상실을 의미해..."
Rooftops_170,이 물건으로 그들이 세상을 바꿀 수 있을 거라고 생각했었어.
Rooftops_172,옥상으로 가는 길을 찾아야 해.
Rooftops_173,저 뒤에 있는 큰 문 쪽을 조사해보자.
Rooftops_174,우린 위쪽으로 가고 싶어.
Rooftops_175,여기선 몸이 갑자기 확 돌아갈 듯싶네.
Rooftops_176,우리는 맨 꼭대기 선반까지 닿고 싶다고.
Rooftops_177,저장소를 더 둘러볼 시간이 없어.
Rooftops_179,그래서 그들은 자기들의 실수를 고치기 위해 우리가 필요해.
Rooftops_180,보여? 만약 우리가 그냥 나가떨어졌다면 하나도 일어나지 않았을 것들이야.
Rooftops_181,나도 그에게 물어볼 게 좀 있어. 날 어떻게 여기서 나가게 해줄 것인지 와 같은 것들 말이야.
Rooftops_182,네가 응답한 모든 설문조사 결과들이 누군가에 의해 여기 차곡차곡 쌓였겠지. 적어도 지금까지는.
Rooftops_183,보수 시스템이 '프로세스' 대신에 뛰어다니는걸 보고 싶었는데.
Rooftops_184,아마 캐머라타의 모든 종류의 오점들이 여기 어딘가에 숨겨져 있겠지.
Rooftops_185,"이 마을의 과거들, 이젠 모두 책 속의 이야기야... 지워지고 있어."
Rooftops_186,이 가짜야.
Rooftops_187,저 두 명이야...
Rooftops_188,저게 애셔에게 남은 거야.
Rooftops_189,그랜트에게 일을 시킬 시간이군.
Rooftops_190,그들에겐 고마워.
Rooftops_192,캐머라타가 이런 것들을 들이게 했지. 그들은 분명 이걸 그들이 온 곳 보다 이곳에 있는 걸 좋아할 거야.
